id,price_doc
30474,5852112.641614318
30475,5852112.641614318
30476,5852112.641614318
30477,5852112.641614318
30478,5852112.641614318
30479,7030574.33146468
30480,5852112.641614318
30481,5852112.641614318
30482,5852112.641614318
30483,5852112.641614318
30484,7030574.33146468
30485,5852112.641614318
30486,5852112.641614318
30487,5852112.641614318
30488,5852112.641614318
30489,5852112.641614318
30490,5852112.641614318
30491,7030574.33146468
30492,5852112.641614318
30493,7030574.33146468
30494,5852112.641614318
30495,7030574.33146468
30496,5852112.641614318
30497,5852112.641614318
30498,5852112.641614318
30499,5852112.641614318
30500,5852112.641614318
30501,5852112.641614318
30502,5852112.641614318
30503,7030574.33146468
30504,5852112.641614318
30505,5852112.641614318
30506,5852112.641614318
30507,5852112.641614318
30508,5852112.641614318
30509,5852112.641614318
30510,7030574.33146468
30511,5852112.641614318
30512,5852112.641614318
30513,5852112.641614318
30514,5852112.641614318
30515,7030574.33146468
30516,5852112.641614318
30517,7030574.33146468
30518,7030574.33146468
30519,5852112.641614318
30520,5852112.641614318
30521,5852112.641614318
30522,5852112.641614318
30523,7030574.33146468
30524,5852112.641614318
30525,21768887.125473514
30526,5852112.641614318
30527,5852112.641614318
30528,5852112.641614318
30529,7030574.33146468
30530,5852112.641614318
30531,7030574.33146468
30532,5852112.641614318
30533,7030574.33146468
30534,5852112.641614318
30535,7030574.33146468
30536,5852112.641614318
30537,5852112.641614318
30538,5852112.641614318
30539,21768887.125473514
30540,7030574.33146468
30541,21768887.125473514
30542,5852112.641614318
30543,5852112.641614318
30544,5852112.641614318
30545,21768887.125473514
30546,5852112.641614318
30547,5852112.641614318
30548,5852112.641614318
30549,5852112.641614318
30550,5852112.641614318
30551,5852112.641614318
30552,5852112.641614318
30553,21768887.125473514
30554,5852112.641614318
30555,5852112.641614318
30556,7030574.33146468
30557,5852112.641614318
30558,5852112.641614318
30559,7030574.33146468
30560,7030574.33146468
30561,5852112.641614318
30562,7030574.33146468
30563,21768887.125473514
30564,5852112.641614318
30565,5852112.641614318
30566,5852112.641614318
30567,5852112.641614318
30568,21768887.125473514
30569,5852112.641614318
30570,7030574.33146468
30571,5852112.641614318
30572,5852112.641614318
30573,7030574.33146468
30574,5852112.641614318
30575,5852112.641614318
30576,5852112.641614318
30577,5852112.641614318
30578,5852112.641614318
30579,5852112.641614318
30580,5852112.641614318
30581,5852112.641614318
30582,7030574.33146468
30583,5852112.641614318
30584,5852112.641614318
30585,5852112.641614318
30586,5852112.641614318
30587,5852112.641614318
30588,7030574.33146468
30589,5852112.641614318
30590,5852112.641614318
30591,5852112.641614318
30592,5852112.641614318
30593,5852112.641614318
30594,21768887.125473514
30595,7030574.33146468
30596,5852112.641614318
30597,7030574.33146468
30598,7030574.33146468
30599,5852112.641614318
30600,21768887.125473514
30601,5852112.641614318
30602,5852112.641614318
30603,7030574.33146468
30604,5852112.641614318
30605,7030574.33146468
30606,5852112.641614318
30607,7030574.33146468
30608,5852112.641614318
30609,5852112.641614318
30610,5852112.641614318
30611,5852112.641614318
30612,5852112.641614318
30613,5852112.641614318
30614,5852112.641614318
30615,5852112.641614318
30616,5852112.641614318
30617,5852112.641614318
30618,5852112.641614318
30619,21768887.125473514
30620,5852112.641614318
30621,7030574.33146468
30622,21768887.125473514
30623,5852112.641614318
30624,5852112.641614318
30625,5852112.641614318
30626,7030574.33146468
30627,5852112.641614318
30628,7030574.33146468
30629,5852112.641614318
30630,21768887.125473514
30631,5852112.641614318
30632,5852112.641614318
30633,5852112.641614318
30634,5852112.641614318
30635,7030574.33146468
30636,5852112.641614318
30637,7030574.33146468
30638,7030574.33146468
30639,5852112.641614318
30640,5852112.641614318
30641,5852112.641614318
30642,5852112.641614318
30643,5852112.641614318
30644,7030574.33146468
30645,5852112.641614318
30646,5852112.641614318
30647,5852112.641614318
30648,7030574.33146468
30649,5852112.641614318
30650,5852112.641614318
30651,5852112.641614318
30652,5852112.641614318
30653,5852112.641614318
30654,5852112.641614318
30655,21768887.125473514
30656,5852112.641614318
30657,5852112.641614318
30658,5852112.641614318
30659,5852112.641614318
30660,5852112.641614318
30661,7030574.33146468
30662,5852112.641614318
30663,5852112.641614318
30664,21768887.125473514
30665,5852112.641614318
30666,5852112.641614318
30667,5852112.641614318
30668,5852112.641614318
30669,5852112.641614318
30670,5852112.641614318
30671,5852112.641614318
30672,21768887.125473514
30673,5852112.641614318
30674,21768887.125473514
30675,5852112.641614318
30676,5852112.641614318
30677,5852112.641614318
30678,5852112.641614318
30679,5852112.641614318
30680,5852112.641614318
30681,5852112.641614318
30682,5852112.641614318
30683,7030574.33146468
30684,21768887.125473514
30685,5852112.641614318
30686,7030574.33146468
30687,5852112.641614318
30688,5852112.641614318
30689,21768887.125473514
30690,7030574.33146468
30691,5852112.641614318
30692,5852112.641614318
30693,5852112.641614318
30694,7030574.33146468
30695,5852112.641614318
30696,21768887.125473514
30697,21768887.125473514
30698,5852112.641614318
30699,5852112.641614318
30700,5852112.641614318
30701,7030574.33146468
30702,5852112.641614318
30703,5852112.641614318
30704,7030574.33146468
30705,7030574.33146468
30706,7030574.33146468
30707,5852112.641614318
30708,7030574.33146468
30709,7030574.33146468
30710,5852112.641614318
30711,5852112.641614318
30712,5852112.641614318
30713,21768887.125473514
30714,5852112.641614318
30715,5852112.641614318
30716,7030574.33146468
30717,7030574.33146468
30718,5852112.641614318
30719,5852112.641614318
30720,5852112.641614318
30721,21768887.125473514
30722,5852112.641614318
