id,price_doc
30474,4105772.4901884003
30475,8236449.826390978
30476,5004138.507236268
30477,4929687.511503362
30478,4394834.343004229
30479,7658166.297516069
30480,4679862.582082444
30481,4135952.275145195
30482,4406077.211303062
30483,3976143.0340898656
30484,4951163.444277196
30485,4313240.616913269
30486,3034778.4177052504
30487,3405172.082937473
30488,5244021.122036886
30489,5862604.542808998
30490,13880383.129726097
30491,13028841.142349612
30492,5085756.629400466
30493,10565996.889819317
30494,6687859.564445846
30495,8937160.73856105
30496,10527171.946604706
30497,8361896.134378545
30498,3620128.094959644
30499,8034584.64487714
30500,9627024.255311858
30501,6028371.707939602
30502,2733979.3868205445
30503,5178659.0790248
30504,4872701.097868922
30505,10980663.914701456
30506,3387023.1162419575
30507,4202672.1779471645
30508,6051483.5342585575
30509,6892428.753994723
30510,7362830.52517567
30511,6338318.717519235
30512,6019979.8098633215
30513,4729613.763036982
30514,4390188.678930026
30515,7094946.306128531
30516,5162644.64398348
30517,9583004.06363479
30518,5958614.194781537
30519,3859835.4640811505
30520,5254781.740094081
30521,4313818.341264094
30522,7580217.155691192
30523,5565695.049293488
30524,8151290.545887682
30525,5727117.378622641
30526,4221801.030678326
30527,5277015.452621773
30528,5400760.852208421
30529,5401570.725835182
30530,5336195.6633266285
30531,10081715.20728729
30532,4828651.268236853
30533,8475134.256237758
30534,6648444.805321725
30535,7233790.239404764
30536,5367012.448929522
30537,9313308.198899448
30538,4173563.3787466655
30539,10186695.97693581
30540,7337039.059029239
30541,7417734.678777219
30542,2269427.4545455263
30543,4203940.57061207
30544,8103741.10783922
30545,6928210.561237299
30546,3983173.6153226886
30547,7491938.164286294
30548,4463422.777890481
30549,4840650.449464276
30550,9016346.631015118
30551,4621583.02269257
30552,2298100.4809213323
30553,8792990.514939241
30554,9769109.932243882
30555,7148461.365816175
30556,7845224.7281209305
30557,7733173.119905975
30558,7498864.869630806
30559,6382219.79261243
30560,4948931.623792741
30561,5958869.880256363
30562,8380739.475565135
30563,4246943.9184241
30564,6020533.665858
30565,7224841.372449731
30566,7259619.498825636
30567,2342228.1185395876
30568,8333160.710724013
30569,8257649.743474044
30570,5011434.629884972
30571,6305244.793130785
30572,4276847.451882611
30573,5001661.25950648
30574,6017425.407420632
30575,5266028.70792121
30576,3406635.719213881
30577,4722689.744342958
30578,3544293.0020647757
30579,6266750.99125952
30580,4550727.739574342
30581,4090836.081097872
30582,8998875.449769493
30583,6710108.911454782
30584,3637400.8578238375
30585,2280133.5942366435
30586,8610395.35515811
30587,6344075.197461913
30588,5864935.21140052
30589,7280455.6239944305
30590,10504600.609867027
30591,4677081.317638414
30592,6644932.822807489
30593,10426652.479928032
30594,8972855.360370878
30595,4481021.9647683585
30596,7691932.473551543
30597,4992329.235290911
30598,7434914.652966066
30599,11204247.206229307
30600,6061040.173386361
30601,4663516.390446858
30602,2329575.666673116
30603,10102110.71059325
30604,4285960.289293245
30605,5217724.016661677
30606,14552099.577144595
30607,6285082.674489229
30608,6490112.777164966
30609,5904357.619340074
30610,2580392.591459289
30611,6073631.103702259
30612,6939877.734303933
30613,6477066.194072699
30614,12919707.591586558
30615,6652893.094989903
30616,6137819.612722053
30617,7337139.18457918
30618,3997628.6372042345
30619,4152522.796524915
30620,3320425.054684828
30621,7964471.92338821
30622,9925626.707980098
30623,6132214.459870994
30624,6922613.407616134
30625,7248355.407883625
30626,5550473.792438466
30627,7404740.471931501
30628,5021898.064480095
30629,3882757.228420046
30630,4395208.760162041
30631,5553568.045791544
30632,3366072.903470857
30633,4672594.723764504
30634,8929873.914110688
30635,7405570.3940720735
30636,4323503.118525077
30637,7309641.407563881
30638,5050378.399578552
30639,6415462.8164542625
30640,4715417.701727851
30641,9484525.913304815
30642,4475932.769626843
30643,7887178.319577443
30644,7486474.683888484
30645,6197465.06562527
30646,4727783.564172057
30647,4688029.46505321
30648,16205886.380612545
30649,3304488.0993831535
30650,4265056.833100018
30651,3448250.350887901
30652,4789156.109427876
30653,6673908.793214638
30654,4251387.51608804
30655,9982041.463830568
30656,3495862.866604853
30657,5458073.272549256
30658,7694144.048835673
30659,4497656.432291829
30660,7576146.540067913
30661,4662360.562853352
30662,8208126.544748517
30663,13451008.652638739
30664,7659216.286157609
30665,6102988.466425182
30666,3501010.1073316648
30667,3595618.409427153
30668,7465716.2532463195
30669,4174959.2693207567
30670,2967468.0810040943
30671,7329686.883739823
30672,10344377.589369534
30673,8412169.27720691
30674,10828698.155957345
30675,2300842.4695112715
30676,7107451.564488197
30677,4427686.529030881
30678,13903366.312992686
30679,5441625.67821903
30680,6536879.929973243
30681,2110119.122868777
30682,6019398.983881884
30683,7845292.300946458
30684,6074178.50450543
30685,6432438.694746733
30686,6883513.435326965
30687,4297560.39963317
30688,4135877.1569879646
30689,8768659.53222262
30690,16787017.189560805
30691,3917720.323023309
30692,5406543.951840259
30693,8447721.322626162
30694,5529371.192693758
30695,5735513.251617711
30696,8216917.174803136
30697,10377311.99650844
30698,6987398.589086642
30699,4678478.791520603
30700,4236651.829054135
30701,7499831.653079106
30702,5852170.016822886
30703,3293651.767788494
30704,8203210.0064766975
30705,7324537.230038705
30706,14795522.507326165
30707,4376885.536397722
30708,11022092.73407729
30709,4662739.600409776
30710,5803481.61539564
30711,4288012.568197092
30712,4084842.4850978334
30713,4467614.282843697
30714,5622432.946289288
30715,3754665.37081606
30716,7851120.500399926
30717,5464831.821453366
30718,11081627.796091663
30719,12622201.895055065
30720,6875891.226986589
30721,2882674.585728985
30722,6254683.432457892
30723,6216872.0840382315
30724,9095672.004458195
30725,5936218.675559483
30726,10301695.833838532
30727,7230555.204919357
30728,9318997.846843554
30729,4231876.727170687
30730,5099475.999540119
30731,7367539.436790575
30732,4764886.545247921
30733,9735517.809623495
30734,5019122.494236325
30735,4936713.497835934
30736,6648865.107362081
30737,6833506.017276208
30738,5043310.320495956
30739,4040545.1035632053
30740,6426380.4258253155
30741,9901896.906225322
30742,4652390.35658004
30743,4249183.941924336
30744,9355175.68130806
30745,6960807.97761889
30746,4937054.249721867
30747,8834333.20138195
30748,13379586.175328571
30749,4516728.243746419
30750,5643387.9269585265
30751,4050618.1199921495
30752,7175477.907876818
30753,8112957.230034294
30754,5342129.417783184
30755,4901344.776861379
30756,8940318.812073369
30757,5177883.2032679245
30758,7576876.778823784
30759,5735947.102572244
30760,4637868.759001148
30761,8244084.270538923
30762,6786217.853534348
30763,8353341.228053102
30764,6023085.603278963
30765,4053190.2297785296
30766,3355166.8789402153
30767,9615905.480712628
30768,3976411.311733446
30769,5556470.115924549
30770,6123326.350467491
30771,2710967.414242169
30772,8086667.4166939
30773,9592944.122804936
30774,6072548.934312776
30775,8559283.660142854
30776,5057942.687754473
30777,6006217.60655016
30778,8657202.484352678
30779,5063880.289661725
30780,6415886.404134686
30781,5032548.155575398
30782,4088411.6893399674
30783,4954948.756906218
30784,3172598.992692318
30785,4303511.5154005075
30786,4773661.472615596
30787,7362544.363315045
30788,5159360.725642317
30789,5819306.509869246
30790,6101232.608085836
30791,7994228.012421578
30792,5128200.501117041
30793,10144228.260371024
30794,12302427.023961596
30795,9068249.261827085
30796,10147768.812552217
30797,10777966.98329256
30798,2814781.12229775
30799,8493844.22464129
30800,12051208.598368106
30801,7457559.890189058
30802,12137790.021152988
30803,2338783.7275950746
30804,2891883.6770392987
30805,11813779.121639349
30806,5060731.000496713
30807,5498372.699002085
30808,7718065.0236370545
30809,4505721.894413902
30810,9668433.81831285
30811,4268715.913826186
30812,4732295.001831923
30813,4631171.173137247
30814,3355212.0262408503
30815,3364221.6181755303
30816,7691437.068967428
30817,2371395.870502167
30818,6733427.905021342
30819,8579238.280901793
30820,4470786.399460334
30821,13316271.112564616
30822,8324366.898367732
30823,5548924.576039855
30824,3687864.203708814
30825,6126630.667891971
30826,8248757.807180809
30827,6640286.429012183
30828,5530911.385514851
30829,5696995.471294085
30830,8975213.182930278
30831,4325150.549849341
30832,4459502.990031688
30833,5300375.716994685
30834,3929911.350926621
30835,7146154.635491817
30836,6778692.448713176
30837,5147250.748394017
30838,4031497.5844306527
30839,4846788.579768619
30840,10331736.764727669
30841,8023695.0242575025
30842,6345225.409644397
30843,3948703.657093457
30844,9017328.569179093
30845,8044551.326612361
30846,4809333.461686775
30847,5441321.676986254
30848,8292430.736036685
30849,4240477.272307393
30850,3698941.109329326
30851,4075148.230278063
30852,6419508.524268234
30853,3200586.509827047
30854,4982856.48946513
30855,6308751.284657139
30856,6747718.91963889
30857,2092078.803658907
30858,4912577.87950574
30859,5760263.798400542
30860,4796415.708094609
30861,7826682.193767823
30862,5803801.994280855
30863,5240197.4601264205
30864,6053638.1807192
30865,7439722.650638844
30866,9306024.8048513
30867,4555332.05820203
30868,8131247.7483773595
30869,4920271.003847285
30870,6083651.94681337
30871,7503279.776502799
30872,3687504.020189646
30873,3174353.2363123414
30874,4607870.480814561
30875,4983954.38899987
30876,4308406.608631175
30877,8845344.24383831
30878,5073685.422560081
30879,11097860.086228175
30880,7589145.388624449
30881,2404617.8792754426
30882,8064154.608067576
30883,2466180.386618238
30884,5073685.422560081
30885,4827344.839113026
30886,7767320.745770401
30887,5574991.365400008
30888,4417603.6178782545
30889,4961217.676912309
30890,7158222.265228888
30891,3386847.741765357
30892,3431261.2676014416
30893,4869111.375160499
30894,5900728.308904199
30895,3831071.4456824246
30896,5522910.0292867245
30897,7269215.145372065
30898,6581729.538434531
30899,4836424.386668577
30900,2426455.771158721
30901,5966323.078103334
30902,2403047.0337392474
30903,5659379.816796057
30904,6574645.96410191
30905,5092891.736078533
30906,6463999.270530178
30907,10101862.267798416
30908,3557552.5290617826
30909,10793421.24907646
30910,6650387.09479359
30911,4349176.230679635
30912,5701866.945474358
30913,10637949.635399807
30914,5730573.073627252
30915,6538375.3843720015
30916,4892936.427446458
30917,8122848.1338630775
30918,5529349.688562761
30919,4769824.6789243
30920,4324990.778820137
30921,5229317.168887186
30922,5955078.341921389
30923,2787657.195061216
30924,6734889.650507726
30925,13183932.28062482
30926,5841576.925237991
30927,6764108.049218268
30928,3844763.206430981
30929,6719263.163920864
30930,9433362.129575703
30931,8137267.747319178
30932,4071808.947777534
30933,3776967.5824306644
30934,10384682.49397401
30935,6563448.012052488
30936,5162522.819422944
30937,8807896.822317654
30938,4195456.269737559
30939,11264676.263522176
30940,5489336.558926875
30941,5862257.796286268
